0.15508838	0.045412697	-0.07821618	0.16022809	0.32763436	0.018890584	0.16665956	-0.00077701616	-0.09558428	0.08415384	0.13194667	-0.014135192	0.21719165	-0.038855266	-0.008522164	0.25902364
0.5318009	-0.28852883	0.059714224	0.39559084	0.5199885	0.019081496	0.19470802	-0.14120941	-0.30858305	0.18998514	-0.12294196	0.3288366	-0.1279642	0.08022617	0.2730493	0.4113672
0.08804042	-0.030315056	-0.14452097	-0.014589899	0.24287227	0.19782461	-0.21463582	0.13906065	0.07769151	0.09466193	-0.07486789	-0.25628495	0.33715665	-0.073802024	-0.19385834	-0.08099767
0.004827773	0.11017092	-0.1915283	-0.021111349	0.1265749	0.05978736	0.0047405446	0.13371009	0.08667379	-0.08880325	-0.021833088	-0.20029062	0.37755442	-0.13241729	-0.16349672	0.10281913
-0.16652438	0.18364088	-0.06686714	0.045764487	0.03238814	0.0010304159	0.2021642	-0.13656807	-0.12747833	-0.08230763	0.30780327	-0.060008936	0.14854608	-0.1686749	0.00021821834	0.040390734
0.20722963	-0.06414301	-0.16567588	-0.38147727	0.10261793	0.30386084	-0.4149786	0.51979697	0.4731074	0.21613987	-0.33745047	-0.44869992	0.5703451	0.1498192	-0.4058857	-0.7056176
0.24574971	-0.0125587415	-0.0059654256	0.18316527	0.30676445	-0.07821394	0.15567996	0.03452349	-0.13059565	0.018838938	-0.0563023	0.1571547	0.17514423	-0.035514377	0.07413291	0.3846193
0.07401402	0.03266076	0.058809053	0.1155767	0.21868725	-0.093968734	0.023170892	-0.013413776	-0.097640105	0.07813935	0.092353106	0.016333047	0.13100328	0.051152177	0.07728946	0.017852584
-0.52104115	0.3362787	-0.041242357	-0.3502306	-0.32129207	-0.021919785	-0.20929599	0.32954752	0.3338796	-0.041128144	0.34738356	-0.31435812	0.5294048	-0.23328507	-0.1963831	-0.76470673
0.18321416	-0.030074246	-0.009737108	-0.056484595	0.28260082	0.094862446	-0.120806076	0.26156613	0.1142744	0.17752893	-0.17959194	-0.115643464	0.22615053	0.15253253	-0.14248075	-0.03221085
0.36735037	0.16506775	0.3570162	-0.09824059	0.43364614	-0.31330615	0.15039437	0.2091402	0.20805675	0.42671674	-0.12601309	0.54334706	0.25358465	0.37634066	0.43359125	0.068938114
-0.18674743	0.21101257	0.470256	0.08635168	0.3407566	-0.39581573	0.24345177	-0.089866854	-0.18709922	0.3551374	0.46668816	0.381881	0.06997099	0.056103587	0.47253165	-0.3049776
